instagram_comments,offensive_language
"Socorro, Socorro, que sistema imundo?",1
"Gente já passou da hora de tirar esse bagageiro do ar! Isso não é velhice, isso chama-se falta de respeito! E isso país acham graça dessas besteiras!",1
Ainda. Tem ESTÚPIDOS que elegem LIXOS. PAÍS repleto de retardados PODRES ASSASSINOS do povo brasileiro,1
Bandido,1
Concordo com o Presidente.,0
Que lindeza💜💜,0
"Tipico da esquerda: é contra até convir, ai “abre exceção”!!!",1
Lindo ❤️❤️❤️❤️❤️❤️❤️❤️❤️,0
Simples assim,0
Kkkkkkk data folha.,0
Uma das mais privilegiadas mentes do meio jornalístico. Não trouxe o rancor da globolixo. Parabéns Leda.,1
A paz do senhor!!!! Amém????,0
"Obrigado deputada, continue defendendo nossa classe.",0
Esse vídeo e imundo,1
Além de desonesta e metida a boa de sela,1
Gostoso te amo,0
"Esse Lula é um doido, não consigo entender que tem gente que ainda da crédito.",1
Cretino,1
Parabéns professor!!!👏👏👏👏👏👏👏👏,0
Tem cara de bandida,1
Que absurdo! Cínico demais!,1
"Que nojo dessa gentalha da esquerda, são o submundo do mal!!😡",1
É visível o quanto a Ministra Damares sofre com perseguições. Que Deus a abençoe e proteja a cada dia.,0
Esse calhorda nunca mais terá a força que nosso Brasil tem hoje 👏🏻👏🏻👏🏻👏🏻,1
Linda mulher merecido ter ganhado,0
"Ontem não consegui assistir, hoje quando vi o resultado Amei fiquei emocionado 👏👏👏👏👏",0
Joice sou seu fam 100%,0
Vai ser ótimo!!!!,0
Não se cansam. Fazer o quê? 🤷,0
Nojooo,1
"Se ajeitar direitinho, cabe num camburão!",1
Canalhada,1
Amooooooooo,0
"Ai esta, a licao desta menina, mostrando aos capitalistas o que ESTAO fazendo com as pessoas, com o Planeta, EMOCIONANTE PALAVRAS.",0
Recuperar o país???? Logo ele que o detonou?!!! Anti Cristo!!!,1
Pois ela é uma sem vergonha😩,1
"Brigando por mamadeira, e muito mimmimimimimimimi, tanta coisa para aprovar @carla.zambelli tanta coisa E vcs nessa safadeza, parece jardim 3 da escola..",1
Pirralha... aposto que ela usa canudinho no @mcdonalds 💀,1
"Bolsonaro sem os filhos seria bem melhor,mas ...",1
"Não estou nem um pouco preocupado com a Greta, vão procurar o que fazer, parem de lacrar na fala dias outros, vão trabalhar. greta pra mim é o espaço entre dois objetos. Nada mais quer isso",1
"Menina triste... Muito estranha... O dia que ela sorri, vai ser notícia mundial 🌍 BOLSONARO tem toda razão!!!",1
"Muito bem Alexandre, continue a nos representar na imprensa brasileira, porque parte dela não sei que pensa, mas querem a desgraça do Brasil, será porque foi cortado alguns privilégios que tinham? A imprensa que você de privilégios de governos é porque não tem capacidade e nem qualidade. No Brasil a faze cubana, chavista e comunista tá com os dias contados e se Deus quiser vai zerar e estas desgraças, como Lula, José Dirceu, Dilma e seus comparsas vai sumir do mapa igual os dinosauros pré histórico,",1
Amooo.Meu neto estuda no de BH...excelente Colégio.,0
Essa mãe tinha que ter virado a mão na cara desse velho nojento!,1
Tranqueiras......,1
Nossa Argentina parece que já se arrempeu de coloca a direita no poder.,0
Essa gentalha tirando uma de vítima. Vão derrubar Já já. Coitados. Deus é Deus!,1
"Estão usando essa menina como escudo. Nada podemos falar ou fazer, pois se trata de uma menina, autista que defende o.meio ambiente. Como ser contra? Quanto preconceito! Não é ela o problema e sim quem está por trás dela.",0
"Esses heróis da direitas são uns escrotos, doentes e perversos!",1
Meu jesus,0
Nojo,1
Onde vamos parar?,0
É bom o Fachin evitar andar de helicóptero ou avião fretado...,0
Pepa Pig ou Pinguço?,1
Ridículo,1
ALGUÉM PODERIA ME INFORMAR SE ESSE COISO É GENTE OU UM DEMÔNIO ENCORPORADO?,1
Essa mulher tá louca 🤣🤣🤣🤣,1
Merecidamente. Parabensss,0
Bradileiros acordem contra os comunistas,1
"Um ano fora da escola, pena dessa garota, estão usando sua imagem p/ influenciar e servir de fantoche nas mãos desses fanáticos esquerdopatas. Pior é que ela sofre pois no fundo acredita em tudo que lhe falam. Alguém em sã consciência deveria olhar e afasta-lá do mal e perigo que está correndo, mostrar o verdadeiro caminho !",1
"Esse é a verdadeira vergonha. Ser evangélico ou ser católico remonta o amor ao próximo, mas esse cara é vil e preconceituoso.",1
Velho depravado!,1
Tem mtas outras pessoas q realmente merecem destaque!!! menos essa tal de Greta🙄,1
"A esquerda está acabada , já era",1
Emocionante chamado à razão de nossa iludida e cìnica sociedade capitalista.,0
Ainda vai ser nosso presidente se Deus quiser sinto que és um homem de de bem,0
Parabéns PGR pedido negado 👍👏👏👏,0
"Os 25% pessimista , não só são pessimistas COMO TORCEM CONTRA, sofrem com o que está melhorando , e fazem o que podem pra tudo dar errado",0
"🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷 Maravilha! Bolsonaro 2022!!!!! Vamos mudar o rumo de nossas vidas pelo trabalho, pela honra, pela honestidade e pela ética. Apoio total ao governo. Vamos defender nosso país da quadrilha comunista.",1
Bravo Bene👏👏👏👏👏👏👏👏👏,0
"A grande destruição ambiental no Brasil ocorreu principalmente durante os anos que a europa nos colonizava e hj europeu vem nos dar lição de moral, isso é um grande hipocrisia. Deixando claro que votei em Haddad Nordeste13",1
Vai ensinar seu gado a fritar hambúrguer 03?,1
Futuro presidente!,0
Lula livre homem voto no Lula,0
"#VoceSabia? 😭 🍃 Faz mais de 16 dias que a #Amazônia está pegando fogo! O incêndio é o maior da história, várias reservas amazônicas e animais estão queimando nesse exato momento. O governo, a grande mídia ficaram calados! A situação é grave! A Amazônia está em chamas nesse exato momento! As queimadas no Brasil aumentaram 82% em relação ao ano de 2018 (dados do Inpe). Esta é a maior alta e também o maior número de registros em 7 anos no país. A fumaça cobre o céu de cidades do Sul, Sudeste como consequência das queimadas no Centro-Oeste e Norte. Unidades de Conservação e Terras Indígenas também sofrem com as queimadas!",0
Esse lixo é nocivo a paz e a saúde de nossa nação,1
O que deveríamos esperar dessas escórias???,1
Isso é um arrastão? 👎👎👎👎👎👎,1
Acho pouco quem mandou votar,0
Este povo do PT são uns FDP..,1
"Bobagem, as fake news vão continuar... 😂😂😂😂",0
"Moram no Brasil, mas não têm alma de brasileiro. Limpam a consciência com papel higiênico...",1
"Maldito MILICO mal caráter, esse DEPUTADOS canalha não tem estrutura nem pra lixeiro da assembleia legislativa, ele deveria estar em um manicômio judiciário.",1
CHEGA CHEGA CHEGA CHEGA CHEGA CHEGA CHEGA CHEGA CHEGA,1
Não gostei da comparação @carla.zambelli ....vc não precisa disso não...vou deixar de seguir por uns tempos,0
"De volta pra casa Lula... Pra casa de jaula.. La vc estará bem protegido, ninguem te fara mal",1
"A estratégia de Soros é apoiar movimentos de protesto que minam os nacionalismos, colocando acima as reivindicações sociais globais, que desafiam os governos progressistas com um senso de pátria. De pertencer a um território e uma cultura.",0
"Deputada, esses criminosos não podem ficar impune com esse ato de racismo e vandalismo. Com a eleição da milícia, a Câmara parece que abriu espaço para os marginais e delinquentes. INACEITÁVEL que o Foro privilegiado seja proteção para os CRIMINOSOS.",0
Foto linda!,0
"Parabéns, Professor! 👏🏻👏🏻👏🏻👏🏻👏🏻",0
#ForaBozo,1
Força Haddad. Você é o Lula melhorado. A gente te ama. Apavora,0
Eu ouvi um amém?! Eh muito medíocre um cara desse!,1
Meu presidente 👏👏👏👏,0
Um cidadão de bem. Um fdp desse!,1
"Coitada dessa menina, tem que crescer muito ainda. Foi fabricada e agora a exploram",1
FORA CONGRESSO. LIXO,1
"Parabéns, PROFESSOR!!! Em maiúsculas, justamente para ressaltar a IMPORTÂNCIA da nossa profissão tão atacada neste momento. Parabéns PROFESSOR! Parabéns mil vezes!",0
🤣 Comunista...,1
"Dircurso lindo , mulher maravilhosa!",0
Falou só a verdade,0
"Mas ainda queremos ser mulheres, e q mulher não quer ser bonita? A luta do feminismo não devia excluir a feminilidade. Sou feminista mas sou feminina. Um não exclui o outro. Parabéns a vencedora , nos mulheres negras merecemos mesmo .",0
"Seja como for, continue trabalhando e o resto vai se resolvendo sem disputas.",0
É tão gratificante falar: Parabéns Professor!! ❤️❤️❤️❤️,0
#globolixo,1
A melhor ministra e pessoa humana.,0
Na cadeia se fazia de coitadinho e abaixava a cabeça. Agora... Voltou o Lula Raiz. Medo desta turma hein?!,1
Pilantra,1
João traidor do movimento!,1
Olha ai a hipocrisia dessa mulher,1
Safados marxistas,1
Desiquilibrio total.,1
Nao adianta petesada voçeis nao vao atrapalhar o povo nao quere mais PT tar ok,1
Apoiado @carla.zambelli tudo farinha do mesmo saco!!,1
Esses maldito destruíram o Brasil pra prender o Lula por ódio que a população estava cada dia mais em igualdade,1
Va-ga-bun-do,1
Então a Globolixo vai fechar 😂😂por que publica fak,1
Aperta o 17 pobre de direita!,0
"Pra esse malandro, igreja e política são um negócio como outro qualquer! Só o que importa é poder e grana!!!",1
Estamos juntos 👏👏👏👏,0
VÃO TRABALHAR VAGABUNDOS,1
Sujeito ridículo.,1
Descobriu a pólvora!!!,0
Pastor do diabo,1
"Cretinos, falam em democracia, mas usam dos meios mais sórdido pra derrubar um governo eleito democraticamente, sem se importar com as consequências para o povo brasileiro.",1
Filme de terror verídico.,0
Gosto muito! 👏👏👏👏👏👏❤️❤️,0
Saudades de Haddad,0
"Os filhos do presidente calados, são poetas..",0
Comemorar a invasão da Polônia? É um absurdo a falta de conhecimento da história!,0
Deus te abençoe meu Presidente Haddad! 👏👏👏👏👏👏,0
Que absurdo eu colocaria esse verme na cadeia para aprender respeitar pelos menos a mãe dele pq quando ele ataca uma mulher ataca a sua propria genitora que vergonha de um ser deplorável desse 😠😠😠😠😠😈😈😈😈,1
Exato.,0
Nossa que fofo esse Fachin 👍❤️,0
Parabéns pelo Luta guerreiros💪💪💪🌟🌟🌟😇😇😇🌹🌹🌹,0
Esse homem é diabólico,1
Que top do lado do Paulo Freire 😍,0
"Estou contemplado com a fala da Dep. Benedita da Silva! Simbolicamente somos açoitados todos os dias por causa do Racismo Estrutural. O Maranhão clama por justiça, contra a perda de nossos direitos. Precisamos ser maioria nos espaços de poder para fazer a Lei ser cumprida.",0
"Pena que não virão a Salvador. As crianças do Colégio Militar daqui sonham com a presença de vcs. Mas devido as richas políticas, acho difícil.",0
Podre!,1
Alguém lúcido neste STF,0
Esse homem é o Satanás,1
Essa menina é uma idiota mesmo,1
Vc merece a faixa de presidente do Brasil! Mas a medalha já é um bom começo. Parabéns!,0
@joicehasselmannoficial você é ridícula. Acha que o povo é idiota,1
Que legal! 👏👏,0
Parabéns Professor! Quem sabe o governo acorde e se dê conta do erro que está cometendo com os professores gaúchos!,0
"Esplicar isso para um eleitor do bozo , é mesmo q dá remedio a defunto kkkkkkkkk",0
Meu amor 😍,0
Esse entrevistado COM CERTEZA está lúcido. 😜,0
Fernando Haddad me representa,0
Vitória certa....Parabéns,0
"Aí Haddad, o que você acha do rascismo?",0
"Isso é o anticristo, não tem vergonha na cara, de roubar os direitos de trabalhadores. Ao contrário dele que sempre mamou nas tetas do estado, e nunca criou um projeto se quer. E agora como um desgovernante tira direitos inclusive de eleitores dele como candidato. Um verdadeiro cara de pau.",1
Estamos de seu lado grande ministra vc é um guerreira.,0
@ronaldocaiado Vamos abrir mais colégios militares em Goiânia 😀,0
OH BACHELET RECEBEU PROPINA DA OAS ENTÃO NÓS BRASILEIROS PATRIOTAS ESTAMOS ENTENDENDO A SUA TRISTESA ACABOU A SUA MAMATA CANALHAS,1
"Colégio militar deveria se estender pelo País: disciplina, Patriotismo, Cultura e ensino de qualidade!",0
5° série B,0
Vergonha,1
"Essa mulher é uma guerreira, tem minha admiração",0
Velho nojento,1
Desgracados ! Como alguém vota num bando desse?,1
Parabéns bendita👏👏👏👏👏👏🇧🇷,0
Que vídeo mais lindo 🇧🇷🇧🇷🇧🇷🇧🇷👏🏻👏🏻👏🏻👏🏻👏🏻,0
Lula Livre,0
"Eu quero ver se o Tramp perder,vai,ser melhor ainda.",0
LINDO fora racistas fora fascistas,0
Esses fdp que tinham que ficar em cela com esses criminosos que não vem uma mulher há tempos !!,1
"RS me dando orgulho ao menos uma vezinha na vida, porque tá difícil!!! 😔 Parabéns, professor! ❤️",0
Lulaladrao. Teu lugar é na cadeia ...,1
Glória a Deus pela sua recuperação João Gordo!!,0
Gente em que mundo estamos...,0
"Essa me representa apesar de eu nao ser negro, parabens é isso mesmo nao deixa esse canalha ficar impune.",0
Q coisa mais linda,0
"Difícil, pai e filha mal caráter....",1
"Essa Peppa FDP, vai pagar junto com todos os outros canalhas!! #joicehalssemannpeppafdp",1
👏👏👏👏👏👏🇧🇷 o Brasil precisa de NÓS ❤️,0
Aquele que se diz “Cristão de bem”,0
Meus dois crushs Haddad e Freixo 💕,0
Ué... Agora vai usar o seu perfil pra passar notícia sem opinião? O que as revistas publicam todo mundo sabe... Parece propaganda de revista,0
"Não consigo entender. Uma pessoa comum, é solto e no mesmo dia convida seus seguidores a praticar violência contra o País. Já não basta o estrago que ele e seus aliados fizeram? Só por essa ameaça deveria ser tomado uma atitude, antes que as coisas piorem. Indignada.",0
Meu Deus!!! enquanto Greta falava meus olhos foram enxendo d'agua,0
Cala boca Magda 🤦‍♀️,1
"Em ótima companhia, professor.",0
Toma no fiofo globo lixo,1
"Globolixo sendo globolixo, mentem descaradamente. Está Leilane e um nojo, mentirosa contumais.",1
"E esse tipo de pastor, tem que viver no pasto.",1
"Realmente , seria mais sensato que os filhos do Presidente permanecessem calados!!! 👍",0
Hipocrisia!,1
Esse criminoso é uma aberração.,1
Asqueroso!,1
"Acho bom é todos que colaram no Presidente durante a campanha ir trabalhar. Uma rede social tão bem acompanhada podendo ser usada para informações de real relevância, agora é só para você de fazer de vítima @joicehasselmannoficial ? Você é maior e mais inteligente do que toda essa situação mulher.😘",0
👏👏👏 é isso que tá faltando em quem votou nesse Sr. bom senso para reconhecer o erro. Que não foi pequeno.,0
Muito linda a fala!!! Força a todos vocês e que esse coronel seja devidamente punido!,0
Diva!!!!👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻✊🏻✊🏻✊🏻💕,0
Foi emicionante !Adorei a palestra.Muito aprendizado,0
Vc é especial👏👏🇧🇷👍🇧🇷,0
Quem falou isso deve ser um global que não sai do armário 👊 e tem esse desejo👊 nessa hora que tinha que intervir aqui e botar um merda desse no pau. ...,1
Valeu seu analise.,0
"Parabéns, meu presidente.",0
"E o Brasil virou um país governado pela ditadura militar, com o chefe @jairmessiasbolsonaro",0
Representou. Como sempre!,0
"Esse elemento não fala uma frase sem insultar, desprezar e desmerecer algo ou alguma coisa. Que tipo de mulher criou essa criatura.",1
PT não tem moral pra cobra e nem fala nada de ninguém. Corja de vagabundos,1
Não perco por nada🙋,0
"Os filhos do presidente calados, são poetas..",0
Ela é uma nojenta.😡,1
Mais que merecido! Melhor ministro de educação que esse país já teve!,0
"Moro em Portugal a anossssss, e todo esse MIMIMI brasileiro, pq o Presidente chamou GRETA de pirralha, não afetou a imprensa internacional. Eu acrescentaria: pirralha, chata e manipulada. A Europa vê essa adolescente, que esse ano não frequentou a escola ( para espanto da maioria), com certa desconfiança o que há por trás de tudo isso, quem financia viagens e o próprio sustento de GRETA e pais??? Pois os pais deixaram de trabalhar para acompanhar a ninfeta prodígio!!!!",1
"Não consigo entender a escolha dessa guria, só reclama,não aponta e não produz nada",1
E Isso tudo em nome de Jesus 🤦‍♀️,0
"Porém, ele está certo, bandidos tem q ser tratados como bandido.",1
Joice tem que ser relegada ao ostracismo,1
😂😂😂PALHAÇA 🤡🤡🤡,1
"Este pessoal da Globo não se cansam de criticar o governo, tá difícil né Globo, o governo Bolsonaro da dando certo 🙏🙏🙏🙏🙏🙏🙏🙏🙏",0
Hitler também foi considerado o homem do ano por essa mesma revista. Kkkk. Dá para acreditar?,0
Esta pirralha não sabe nada.Estao fabricando está idiota. Estão desesperados por tudo.B38,1
Não sei por que vc fica divulgando isso que falaram que a reação do jornal lá da nova Zelândia divulgou que Bolsonaro nao fico bem visto lá por que falo que isso àquilo a uma menina lá disse que isso àquilo uma jornal lá não sei da onde pó sempre te acompanhei mas Vamo bota informações que seja aqui do Brasil vamo nas filas de hospital escuta oque eles tem a dizer aí divulga aqui os problemas aí tenta ajuda o povo vês de fica olhando jornal lá de outros países que isso vai ajuda o povo aqui mês dis ? Vc tá aí pra ajuda o povo sempre te acompanhei aí mas ultimamente não sei que ta acontecendo tando coisa postada ai nao pode ser vc colocando isso né baboseira tão postando aí nada que ajude o povo só postagem as veses até sem nada Vê vamo foca nas informações aqui do Brasil vê que dão falando aqui não lá não sei onde oque eles tão falando lá decha eles fala vamo foca no Brasil fazer as coisa aqui fazer mais crítica menos independente de partido fazer pelo povo não critica ainda ajuda divulga que um jornal lá de longe disse que nosso presidente não foi bem visto por uma coisa falo temo que apoia in vês de ajuda aindap,0
"Muito merecido, parabéns!👏👏👏",0
Lindos 🇧🇷 Orgulho do meu filho estudar no Colégio Militar de Brasília ❤️,0
"Lamentável em pleno século 21 , não conseguimos combater literalmente o preconceito Racial",0
"Se o povo brasileiro não se unir para tirar esses bandidos do poder, logo estaremos presos e eles comendo lagostas com nosso dinheiro. Esse congresso é um lixo.",1
Só gente boa! SQN!!!!,1
Ser escroto!!!! 😤😠😡,1
Que lindo! Representatividade imensa da educação.,0
"Como sempre, onde vai estimula ódio. Os ares estiveram poluídos por aqui com a presença desta criatura maléfica.",1
Um vagabundo daquele.,1
É verdade alguém tem que colocar um tapa boca nele,1
"Parabens ministro Fschin, se o sr pudesse mandar logo esse lulopetista logo para o presidio, seria muito bom mesmo",1
"Vergonha, vergonha!!",1
E eu perdi a minha chance de self 😢😢😢,0
Maioria quem senhora????? #lulapresodenovo,0
RIDÍCULA e não vai ter. #globolixo 🤮,1
"Fica calada pra n falar merda, TRAÍDORA",1
Muito inteligente!👏👏,0
Boa!,0
👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏,0
Parabéns! DR. Fachin.,0
"A maioria no Brasil e no mundo já sabe quem sãos os que deveriam estar na CADEIA , tem 🍊🍊🍊🍊🍊sobrando pra todos os lados e tem vaza a jato mostrando o marreco chefe do golpe ! Ou vcs fazem alguma coisa antes, ou estes pilantras criminosos vão prender o Lula de novo! Os advogados tem que agir antes , carta na manga",1
TVs queremos toda verdade: Descumpridor da Constituição/88 e mentiroso na cadeia Moro. INTERCEPT mostrou provando os atos ilícitos cometidos contra o estadista ímpar ex-presidente (Lula). Ate quando Bozó vai continuar acobertando o criminoso Moro?,1
"Enquanto existir essa corja do STF e congresso, Bolsonaro não vonsegue governar.",1
Que mulheres que nos orgulham 👏👏👏👏👏👏,0
Huuuuuu!!!! Esse tá muito lúcido !!!,0
O povo é culpado por eleger essas aberrações aí. Ou aprende a votar ou cifra trouxa pro resto da vida.,1
Como? Não pode agora fazer mais nada?🇧🇷💚💛,0
Palavras de um líder religioso... que prega os valores cristãos.... ?!?! 😓,0
Nosso futuro Presidente!,0
"Acho q estão criando tempestade em copo dágua a esquerda sempre fala mal e inventa mentiras do novo governo acho q elas aii só querem chamar a atenção!! Ainda é raiva porq perdeu o cargo, quem mandou vacilar com o nosso PRESIDENTE?? 😂😂😂",0
Somos todas Damares,0
Não precisa de AI5 O que venha o Artigo 142 já.,0
Você me representa Fernando!!!!,0
Nesse pode acreditar pois Alexandre Garcia é de respeito 🙏🏻🙏🏻👏🏻👏🏻,0
Eu não consigo acreditar que a canalhice deles atingiu níveis tão grandes 😓,1
Dilma Rousseff só fala merda 😂😂😂😎👉,1
O povo brasileiro de bem não quer mais a ESQUERDA BRASILEIRA,0
A GLOBOLIXO NÃO CANSA DE PASSAR VERGONHA!! #GLOBOLIXO,1
Deus é contigo ministra🙌🙌🙌,0
Aoooo caaixa 2 kkkkkkk,1
Aiiii amo vcszinhos. ❤️,0
Eu não só os ladroes do seu partido e vc que paga...sua canalha,1
Eu nunca vou entender como as pessoas deixaram de votar nesse professor pra votar naquele senhor sem educação sem ética,0
Essa pirralha quer que todos façam pela preservação do planeta para que ela e outros como ela possam usufruir dos recursos tranquilamente. Baita hipócrita. O presidente ta mais do que certo e vc deputada: vá trabalhar pelo país que a elegeu !,1
Pqp,1
Judas 🔥🔥🔥🔥🔥🔥😢😢😢😢,1
Fiquei emocionada,0
"Acabei de ver um print dessa postagem com a seguinte legenda: Parece piada, mas é sério. Ele está comemorando a invasão da Polônia pelo exército da Alemanha de Adolf Hitler!!! A Polônia foi invadida pelos Nazistas em 1 de setembro de 1939, deflagrando a Segunda Guerra Mundial. Somente um fascista comemoria esta data. Aliás, Hitler sempre foi admirado por pessoas radicais, fascistas e de partidos de extrema direita. Ri e não foi pouco!!! 😂😂😂😂😂😂😂",0
#globolixo,1
"Dá desânimo de ler as notícias, lutamos tanto pra mudar as coisas e no fim não vira nada!! 😥",0
Este homem é nojento!,1
"E o Felipe Neto decidi doar livros LGBT, para quem quiser pegar, ou seja a pessoa não é obrigada a ter acesso ao conteúdo e vira caso de polícia. O Sílvio Santos sim está errado de fazer isso com uma criança!",0
Que bosta,1
Verdade,0
"Também sou contra, mas.. que mulher linda!",0
Parabéns!!!💖♥️,0
Nisso vc tem razão . Os filhos do presidente falam muita besteira desnecessária,0
"Tanto branco com alma negra. Todos deveríamos ser igual perante Deus , não é a cor da pele que nos faz diferentes e sim a cor da alma!!!! Ah essa Deus conhece bem!",0
O Brasil está no caminho certo! Parabéns presidente Bolsonaro parabéns a todas as equipes de ministros que compõem a sua equipe!!👏🏼👏🏼👏🏼,0
"Q merda é essa? Ah, Bozo abriu a boca de novo.",1
"Acho que a verdade é o que prevalece sempre....acusou, tem que provar, se não provar, é no mínimo equívoco, senão....falso! Acho que não é tão ruim assim",0
São os canalhas de SEMPRE,1
E tem cretino que ainda ouve e da destaque ao que a esquerda e o ladrao do Lula fala. Este só tem ódio dentro dele. Muito ódio,1
"Eu tenho pena do Brasil, pois com o PT no poder todos os corruPTos do mundo tiraram vantagem das nossas riquezas. Inclusive essa hipócrita amiga da Dilma.🤔",1
Isso é uma palesma RIDÍCULA... ESSA.MULHER É UMA PIADA KKKKE SE ACHA COM ESSA VOZ FORÇADA. R I D Í C U L A!!!!!!!,1
"Ele podia cansar de passar vergonha, está cavando cova pro governo.",1
Idiota,1
Como pode um homem Que se diz representante de Deus falar assim???E para piorar esse povo BURRO que acha que esse homem merece créditos!!!,1
E esse mesmo se diz da igreja? Jesus nao prega o ódio jamais!,0
Parabéns professor maravilhoso 👏👏👏,0
Dois tipos sem graça!,1
Adoram fazer papel de bobos 🤡,1
Ele deixou bem claro. E muito difícil ser empresário no Brasil. Que iria acabar com isso que tá aí taokey. Mas o gado iludido com um porte de arma dgratizzz. Tá tomando no.cu. e gritando . Mito mito mito.🤣🤣🤣🤣,1
Grande coisa. Essa menina tem que procurar o que fazer,1
Essa greta tem que caçar o que fazer. Não sabe nada da vida. É todo.mundo fica dando corda ao discurso politicamente correto. Deixa ela passar um tempo na Amazônia pra ela ver o que é bom. O povo tem que entender que a natureza é soberana e cíclica. O homem só muda o seu nicho e não todo o planeta.,1
Se gritar pega ladrão na frente do congresso até a estrutura física muda de lugar exceto alguns Zanbelli...,1
Menina que vive no capitalismo querendo o socialismo pra os outros....pirralha mesmo,1
Ficam perdendo tempo com essa merda,1
#globolixo,1
OQUE BACHELE FALA NÃO TEM VALOR!!! KKKK A PESSOA QUE SE ENVOLVE COM MARACUTAIA PARA ROUBAR UM POVO PERDE SEU VALOR E PRONTO ACABOU!!!,1
Bom ver gente do bem reunida e reagindo 👏👏👊,0
"Lindos, parabéns👏👏👏👏 amo❤️",0
"Presidente manda este traste para Chile,nao queremos o Lula mais aqui já estamos cansados dele.",1
Eita meu PRESIDENTE AMADO..👏👏👏,0
"Lulaladrão NAO me impressiona, mas esses HaddadS todos com conhecimento e estudo ouvir essas boboseiras e apoiar é de dar nojo!!! 🤑",1
Meu estado cada vez mais decadente... Isso chega ser ridículo...,1
Nunca houve dúvidas por partes dos sensatos e consciente s,0
Brasil: Ame-o ou deixe-o!,0
Ridicula e fraca jornalidta global.Cultura alguma.Conhecimento algum.Repete o que lhe mandam.Falta de caráter,1
Isso aí ocupar espaços para quebrar as falsas narrativas,0
Maravilhosa!,0
Meu Deus. Ela tem apenas 16 anos com toda essa lucidez e sensibilidade? Tem gente governando por ai que não consegue falar uma frase que faça algum sentido... tanto a aprender com as crianças e os jovens! Maravilhosa!,0
PAREM DE ENGANAR OS BRASILEIROS,0
Precisamos de união e articulação da esquerda brasileira nesse momento triste do país. Por favor @fernandohaddadoficial promova a união e façam a força!,0
"Com um Professor, a história seria outra...",0
Seu medo é que ele te atrapalhe em Sp?? Para mim está muito claro isso!,0
FDPUTA!,1
Lindos ❤️,0
"Oi boa tarde isso é ruim , eu nunca vi isso tô doido não pode acontecer nunca o salário mínimo e pouco pagar imposto 13 salário",0
"Vamos essa menina sabe mais e a importância da preservação, do que o despreparado do Salles. Que tal ela no lugar dele. Seria uma boa.",0
Será que ele não pode ser responsabilizado por isso?,0
"Parabéns, professor!! 👏👏👏❤️",0
"Tá vendo o tiro que pobre deram no próprio pé, lembrem e votem na próxima eleição no PT.",0
Vergonha falso profeta...políticos bandidos..,1
"Com certeza! Repúdio ao ato de Vandalismo do tal , Coronel Tadeu do PSL.",0
#globolixo #globolixotraidoradapatria,1
"Porque o resto do STF, vão morre pela própria mão do povo que não aguenta mais tanta corrupção 😤",1
Este é o lixo do lixo,1
"Fortalece a esquerda? Pergunte ao povo o que acha sobre uma possível reedição do AI-5? @joicehasselmannoficial , uma piada",1
Maravilhosa Greta!!!,0
"Um pior que o outro, só lixo. 😠",1
Sabemos que são . Os mesmos canalhas de sempre.,1
#ForaFascistas,1
A farsa está armada. Verdadeiro circo.,1
SÓ SENTE PENA SE FOR REMUNERADA PRA ISSO...NÃO PRECISAMOS QUE ESSA GENTE SINTAM PENA DO NOSSO PAÍS...E SIM QUE SE AFASTEM DELE E DO NOSSO DINHEIRO...,1
Nojento!,1
"Fiquei feliz com isso, mas ainda sim contrariada pq tbm não gosto de concursos de beleza. É uma conquista da pele, porém ainda estamos presos a uma mulher magra, traços finos bem no padrão modelo. Até qdo as mulheres mais lindas serão as do padrão modelo? Que bom que para além do corpo, ela teve uma presença discursiva importante tbm.",0
Sua hora de ir morar com o LULA tá chegando,1
Afinal isso é crime ou não é????,0
Isso é no cúmulo.... Simplesmente ridículo!!!,1
Isso é uma putaria!,1
Querooooooo,0
Fica quieta joice tá feio ja,1
Estamos juntas senhora ministra Damares!🙏🙏🙏🌹🌹,0
Só fala merda! Fora da realidade,1
👏👏👏👏👏👏 Esse Ministro Fachin e um homem de caráter ímpar parabéns,0
"Sabe em que acredito ? Assisti a entrevista sobre a declaração. O que me impressiona é a imprensa, que com profissionais cultos ou mal intencionados, não conseguem interpretar as palavras, basta entender a declaração e ver que ele não mencionou apenas AI 5, tente ver a entrevista e entender como se foi dito. Tudo que se diz hoje se interpreta pelo lado opositor. Não sou fã dele ,sou apenas um cidadão que quer o bem do país.",0
"PTralhas do inferno, almadicoados sejam e queimem no inferno bandidos",1
Loucos adorando e idolatrando um loco..... Affff....quanta tolice e cegueira desse povo. Muito triste...😔😢😭 Acorda BRASIL! 🇧🇷💚💛💙 Estamos sobre Nova Direção. Brasil Acima de Tudo e Deus Acima de Todos❣️ 🤗🙏🏻🙌🏼🙌🏼,1
"É um absurdo como são atacados os ministros do Presidente Bolsonaro, a ministra Damares Alves não merece ser atacada de maneira tão baixa assim😡",0
B17/2022,0
Que vergonha!,1
Só um doente para achar que isso é motivo para comemorar....não cansa de passar vergonha acho que as aulas pelo you tube não estão funcionando.,1
Kkkkk tá pouco 🤣🤣🤣,0
Tempos sombrios assolam-nos !! Triste! A luta não pode parar!!👏👏👏👏👏,0
